Image,longitude,latitude,typology ,stories,Economic_Stratum
e2314f14-b049-4181-9355-c604cae57761,"-75,611219","6,253909",MUR/LWAL/DNO,2,2
aa8338ee-dcb5-4d72-ad51-5ef5036780f3,"-75,608161","6,229356",CR/LFINF/DUC,7,2
6ae2b048-0955-49b7-bc48-84aaf1317a15,"-75,55698","6,241623",MUR/LWAL/DNO,2,2
8d5eda27-9b12-4ff9-baaf-47886af8e098,"-75,609482","6,254379",MUR/LWAL/DNO,2,2
1357db7b-98b0-45f2-bf3b-aa757617243b,"-75,554214","6,258139",MUR/LWAL/DNO,3,2
1c5fd9ba-49a3-44cf-b577-62355105d161,"-75,55587","6,273711",CR/LFINF/DNO,2,2
4948e960-52a2-4e9e-be46-5d915de499f7,"-75,586683","6,206015",MUR/LWAL/DNO,3,2
d3e4d1b8-3990-4aa6-979c-d8b30c66431d,"-75,602981","6,247581",MUR/LWAL/DNO,2,3
80b4c808-5748-40e0-8c5c-139fed814d4f,"-75,571216","6,212702",MUR/LWAL/DNO,2,2
c2e0b3d7-5bf7-45fb-bfc2-aaa3eb5b175b,"-75,58653","6,222745",MUR/LWAL/DNO,2,2
0591e3d6-a59e-426d-9edb-8a60601189c1,"-75,611407","6,258975",MUR/LWAL/DNO,4,2
8640f74a-069f-4073-9987-c561993f25eb,"-75,556752","6,279743",MUR/LWAL/DNO,1,2
6338fd69-4667-4383-9a28-32ea7bdb763f,"-75,565424","6,305771",MUR/LWAL/DNO,3,2
67afc550-e0ae-4b23-991c-6fa129c7063e,"-75,57","6,21",CR/LFINF/DNO,2,3
35729a36-15fe-408b-ac85-d4086969ee91,"-75,544299","6,288018",MUR/LWAL/DNO,3,1
c01e7564-001c-495c-8023-721208d401c0,"-75,60170805","6,28327152",MUR/LWAL/DNO,2,2
268a73a3-b050-4c90-907e-6fe2f0fe3372,"-75,594743","6,249314",CR/LFINF/DNO,3,2
85ef75bb-3d4d-402d-8895-e4025801f26e,"-75,580026","6,257223",CR/LFINF/DUC,8,2
30d0e334-c68e-4b9e-8809-121f62b13dcb,"-75,56899439","6,240607328",CR/LFINF/DNO,2,2
47881d42-4665-4062-ba69-3f33a385102b,"-75,583648","6,222709",MUR/LWAL/DNO,2,2
121e3f27-5057-411f-b3d6-df9a36d8acc0,"-75,559513","6,286863",MUR/LWAL/DNO,2,2
89cdfeb9-4407-4e1e-8d5d-36617f8f5f5f,"-75,602197","6,213535",MUR/LWAL/DNO,2,1
e40c49b0-ff32-47ee-a032-b729fbfd875b,"-75,607327","6,229339",CR/LFINF/DUC,5,2
877053b7-c6f9-4061-9a33-114603b924e4,"-75,590965","6,266076",CR/LFINF/DUC,7,3
1f11431f-2530-49c7-b818-d6a917eb6a5a,"-75,562565","6,274399",MUR/LWAL/DNO,2,1
55a2c8d2-7de2-49da-94fe-74719ef48cb2,"-75,613913","6,242868",CR/LFINF/DNO,3,3
b532cfa3-1d4a-489f-863c-6d02a3c9da36,"-75,584785","6,255623",MUR/LWAL/DNO,2,3
ec4220d9-b319-4c92-a2a2-ea9605ac51bb,"-75,598826","6,260687",MUR/LWAL/DNO,2,3
028bc33b-ce34-4e3b-95e7-97164c303bda,"-75,609329","6,259249",CR/LFINF/DNO,2,2
563d9541-f5b1-4057-8cc2-145ac5781703,"-75,594256","6,222073",CR/LFINF/DNO,3,2
fb0812d7-2b62-4031-a2ec-89007c47193e,"-75,581165","6,244347",MUR/LWAL/DNO,2,3
35d3f47f-626a-4248-888d-c379596d109e,"-75,557064","6,265371",CR/LFINF/DUC,4,2
536aaf52-574d-4e65-8ebb-7a7e0362f863,"-75,564584","6,243479337",CR/LFINF/DNO,3,2
3715ad68-2792-477a-b274-711324bd624e,"-75,586219","6,232889",MUR/LWAL/DNO,2,2
56e8955c-015f-42c4-b38e-75d14f6f38ba,"-75,608937","6,24952",MUR/LWAL/DNO,3,2
e628b478-5641-486d-a083-639c35ea27d4,"-75,581228","6,276173",CR/LFINF/DNO,2,2
cb9424fc-3ca7-4f63-93ec-91f3b32946d5,"-75,562493","6,273634",MUR/LWAL/DNO,2,1
77ef6a8d-24ab-4336-b966-d60a34eb3171,"-75,57","6,19",CR/LFINF/DUC,14,3
8ec80fd8-f58e-4762-ad3d-3fa74b134632,"-75,569017","6,219311",CR/LFINF/DUC,19,3
d11c455b-7d74-48e1-86a5-a7f540142c6a,"-75,553021","6,238842",CR/LFINF/DNO,3,2
c0eaaba4-3f13-4b80-830f-2b6ca235b277,"-75,561787","6,261995139",MUR/LWAL/DNO,3,2
671ba633-5dbd-4063-b5e3-a3135abf7a6d,"-75,549344","6,238105",CR/LFINF/DNO,3,2
d88756f9-bc94-4d7b-b931-35d685b60798,"-75,599677","6,233958",CR/LFINF/DNO,4,2
65cb54d1-296c-4e6e-8853-b7a37e1fde21,"-75,556636","6,260088",MUR/LWAL/DNO,4,2
38c448b9-70e6-42e0-83a9-fb063a94324f,"-75,605067","6,258236",MUR/LWAL/DNO,3,2
cb258502-9a69-475e-a1ea-cc48f0d8766c,"-75,55317","6,238724",MUR/LWAL/DNO,3,2
42595cb7-57b5-49ab-af56-b80a725267b6,"-75,589561","6,251413",CR/LFINF/DUC,13,2
62ecc17b-c58a-4637-923b-21608ef5fad5,"-75,579478","6,279185",MR/LWAL/DNO,2,2
88bdc829-a453-4e6c-a5c4-9e16a42f2f1d,"-75,610094","6,250282",MUR/LWAL/DNO,3,2
a8ae4e7d-d661-41af-bf05-97f6682e04d1,"-75,594755","6,217014",MUR/LWAL/DNO,1,2
7ccaf77d-fc54-404e-bea5-256e221d383d,"-75,606431","6,232676",MUR/LWAL/DNO,3,2
85c06418-1a7e-4875-a087-007d13198e0c,"-75,5825512","6,201866487",MUR/LWAL/DNO,3,2
651bac62-6cbf-4b09-bd8f-afe8ddc22236,"-75,559062","6,246785",CR/LWAL/DUC,14,2
4fd88ade-48df-4e52-abcc-ded762811350,"-75,56","6,2",CR/LFINF/DNO,2,3
87dff653-5cd8-49cd-8851-1d171cb61296,"-75,58","6,2",CR/LFINF/DNO,2,3
6bd34e09-a412-4fb5-a4d5-d1f198001386,"-75,607683","6,252615",MUR/LWAL/DNO,1,2
78015d61-f8ce-41c3-9854-2bf7effce464,"-75,595506","6,237985",MUR/LWAL/DNO,2,3
3ddb4c7e-5d68-4144-a831-a680630bbde9,"-75,603976","6,231682",MUR/LWAL/DNO,2,2
aee620b3-2d43-47a3-9c14-8532c6066333,"-75,553694","6,244525",MUR/LWAL/DNO,2,2
51df86df-688a-4cc5-964f-a7d4c98810ca,"-75,57","6,19",CR/LFINF/DUC,11,3
5301aac7-b6bc-49fc-8afd-1f6337e842ae,"-75,607627","6,253059",MUR/LWAL/DNO,1,2
455f2adb-20e5-4147-8346-f8bd7e1647f0,"-75,605592","6,234714",MUR/LWAL/DNO,3,3
a1bd3a88-59c7-4a89-938b-4d78f74d35fa,"-75,566361","6,294749",CR/LFINF/DUC,5,2
2617f579-a79f-40e6-a463-c34cb908bffe,"-75,595499","6,238545",MUR/LWAL/DNO,2,3
db2adcb4-b8fb-473d-9fcc-f9acd98d9c88,"-75,56335884","6,26277379",CR/LFINF/DNO,3,2
0d76d263-84ee-4951-836b-ff481b88650f,"-75,60306","6,235822",CR/LFINF/DNO,4,3
8d484116-b46e-43ac-9913-45ff57148fb0,"-75,55070643","6,241057071",MUR/LWAL/DNO,2,2
1da93f16-15c3-4580-944e-313d8314eb35,"-75,562374","6,202901",CR/LDUAL/DUC,10,3
be617332-ec37-4a98-8a80-b66759189210,"-75,554542","6,239616",MUR/LWAL/DNO,3,2
96b221a1-a34a-449e-8a37-0cf1b9579d00,"-75,593619","6,217633",CR/LFINF/DNO,3,2
884205c7-1243-4a73-a3cc-c0c7a437c191,"-75,55081377","6,241568355",MUR/LWAL/DNO,2,2
eaa379a5-0600-4b79-8db7-679af52dc362,"-75,605338","6,246216",MUR/LWAL/DNO,1,3
0141243e-480f-4633-a441-c69cace0cd15,"-75,57337","6,28684",MUR/LWAL/DNO,2,2
ba2bf67e-947f-4c92-831e-a7340ed8de5d,"-75,560363","6,270142",MUR/LWAL/DNO,3,1
36f04ab8-b5fa-4814-ade8-c524e2d542c1,"-75,604532","6,230876",MUR/LWAL/DNO,3,3
c88e74e3-5b22-4ecc-a159-cfd387203b0b,"-75,616093","6,254285",MUR/LWAL/DNO,3,1
81c4f297-6945-4cbd-b5c1-130e480b8a98,"-75,601553","6,261539",MUR/LWAL/DNO,3,2
98f1673b-0518-470f-bd4e-5e541a7ea3b1,"-75,566875","6,299859",MUR/LWAL/DNO,2,2
586da9c4-1e4d-4d1a-a877-0b871a3d85e5,"-75,60487","6,211241",MUR/LWAL/DNO,2,2
7c1dea75-7ef0-4e5e-bd55-8cdc451ce9c6,"-75,591561","6,227354",CR/LFINF/DNO,4,2
03b05185-3586-4213-852c-d32de36bbfc0,"-75,556498","6,281314",MUR/LWAL/DNO,1,2
8f4e2d7b-ec3f-44f7-a054-90741a575e53,"-75,605653","6,234727",MUR/LWAL/DNO,2,3
cf969dba-a472-4005-b7bc-5a0738d49fa8,"-75,592078","6,229267",CR/LFINF/DNO,5,2
db8bc0a5-951d-4225-b3a4-4ac7c48a77f7,"-75,561484","6,238069",CR/LFINF/DNO,3,2
7176fe7b-7c84-45a4-a0a7-92e919940524,"-75,565298","6,239462",MUR/LWAL/DNO,2,1
62d5e68f-92f6-444e-b423-f39c6b631c46,"-75,585646","6,210502",MUR/LWAL/DNO,2,2
1f25e9dc-554f-4278-bb29-43ce1c7dd69d,"-75,567803","6,237837",MUR/LWAL/DNO,3,3
ae908d4a-d20f-4c4b-8f24-a49b8c9f228a,"-75,605691","6,22227",MUR/LWAL/DNO,2,2
07eadf17-924e-4997-8740-cc99f27d54ba,"-75,586389","6,23334",MUR/LWAL/DNO,2,2
ce41629b-69ea-4041-8a11-1a85750b11e9,"-75,56077741","6,261001233",MUR/LWAL/DNO,1,2
99139719-a0d9-4150-a4c8-5edec145c647,"-75,591518","6,251771",CR/LFINF/DNO,2,2
9fd4e202-f8b3-428f-9483-9e9fb4041d7b,"-75,594665","6,232572",MUR/LWAL/DNO,3,2
1ac275ba-b31a-47fa-8fe0-9ef27663f2bd,"-75,59006","6,273035",CR/LFINF/DNO,6,2
711deb37-c4d8-400c-ad52-68fa567298c9,"-75,55","6,22",CR/LFINF/DUC,2,3
8c936e8b-7603-479e-a789-6b7ae3756510,"-75,599282","6,232199",MUR/LWAL/DNO,2,2
013d23c9-e2ea-4f06-b0f9-5ac77b89ece3,"-75,558447","6,282931",MUR/LWAL/DNO,1,2
adc8949b-2e8c-4cd8-9f5c-acfc6a9a6c57,"-75,593685","6,217198",MUR/LWAL/DNO,1,2
f1412b41-ed10-4b9a-ab9e-b764a31deeae,"-75,589495","6,262191",CR/LWAL/DUC,11,2
5006e98e-3296-4cf1-b13a-6aa9bacbc431,"-75,605648","6,245409",MUR/LWAL/DNO,2,3
9df8f1c4-e327-4e69-8b59-12478f64d343,"-75,602563","6,259636",MUR/LWAL/DNO,3,2
f5fd71a2-e4b5-4407-80af-cbc5d9f1b76b,"-75,558925","6,282964",MUR/LWAL/DNO,1,2
398b75ca-1351-492b-86ea-f72bbfb76616,"-75,566565","6,208957",CR/LFINF/DNO,4,2
9abcf417-2085-4af7-ab53-7f037186c573,"-75,597193","6,232012",CR/LFINF/DNO,5,2
1fb81747-89a2-4289-9a15-efda8d95a158,"-75,565949","6,239617",MUR/LWAL/DNO,3,1
c3ff5914-96ac-4edc-8c31-0db4edd87d0a,"-75,603379","6,22956",MUR/LWAL/DNO,2,3
f44e11de-a931-43dc-bffb-d4c472506feb,"-75,5626","6,274859",MUR/LWAL/DNO,2,1
578d51a2-82f6-4bb3-8115-227101d69b8a,"-75,593097","6,22894",CR/LFINF/DUC,4,2
0ca59b14-8123-4df9-ae40-4acbe56c1a1c,"-75,566652","6,216155",CR/LFINF/DUC,9,3
faca24da-c03c-410e-8e2d-db6766c59364,"-75,606839","6,229964",CR/LFINF/DUC,4,2
4b19fc7c-8559-4bc5-91c4-abad6736fb56,"-75,604163","6,246329",MUR/LWAL/DNO,2,3
22fe3760-a367-4f57-8aad-fe725fa5e8a1,"-75,612857","6,257612",MUR/LWAL/DNO,1,2
3fcc2e63-5410-4470-912d-3c5e82527198,"-75,59281","6,228732",MCF/LWAL/DNO,2,2
3c49569d-ae46-46d9-8d2e-4e31e7c32a09,"-75,58142228","6,20092244",MUR/LWAL/DNO,2,2
34dd1d52-ac49-4df8-99bd-bab1b5dbac39,"-75,565364","6,239482",MUR/LWAL/DNO,3,1
25a1056b-b660-4e3e-8ffa-1b34da18862f,"-75,555893","6,27358",MCF/LWAL/DUC,2,2
2891366d-c42a-45fc-88d0-283290bac018,"-75,608143","6,243584",MUR/LWAL/DNO,3,3
c0c68242-3d9c-4122-98c2-d0e3c3749249,"-75,592046","6,19818",MUR/LWAL/DNO,2,1
ec91e9ba-9074-4892-ae20-895e27674408,"-75,60544","6,274969",MUR/LWAL/DNO,1,1
02ffa7fd-284d-4d66-ab92-0a6f8be44857,"-75,597135","6,225833",MUR/LWAL/DNO,3,2
0186c805-d72e-46b7-a429-be0b72ad454c,"-75,580926","6,190074",CR/LDUAL/DUC,19,3
b7f55b7f-3526-4550-adf2-79d13ec4d99a,"-75,56343","6,205084",CR/LFINF/DNO,3,3
16178f48-0a76-43a4-bcbc-851a327ee9b0,"-75,5822","6,244161",MUR/LWAL/DNO,1,3
7fcceb16-5577-4172-a827-8f34406c3273,"-75,553428","6,243558",MUR/LWAL/DNO,1,2
adc04738-bf22-417d-b58d-a75bb5a16629,"-75,575","6,181465",CR/LFINF/DUC,18,3
8cdbf08d-f13c-40cb-b75a-88cd7ba724b9,"-75,572342","6,294543",MUR/LWAL/DNO,2,2
6eec5059-6bd6-439d-8162-de3251413f24,"-75,5427","6,226403",MUR/LWAL/DNO,3,1
93f4ba1a-efdc-433b-8e85-eda5b6045ffc,"-75,556645","6,300622",MUR/LWAL/DNO,2,1
be766057-bdba-4935-a6a1-fcc435ad009e,"-75,55257","6,278201",MUR/LWAL/DNO,3,1
a6c6fcfc-6f22-4d8e-9b4b-4e29d122de83,"-75,583442","6,235893",CR/LFINF/DNO,4,2
2e60e5b8-4d85-420c-8c54-73e3279c647b,"-75,553682","6,268272",MUR/LWAL/DNO,2,2
ea343f71-af76-44a8-a4b6-38fcc33ba7b6,"-75,598539","6,249251",CR/LFINF/DNO,4,2
917ef550-74ca-44cf-adcc-86ad135bbdba,"-75,586955","6,233343",MUR/LWAL/DNO,2,2
6f27ca71-c345-4edd-b0af-b2f19435d9df,"-75,562148","6,310678",MUR/LWAL/DNO,2,2
c04e4b4f-653b-4469-ba81-eacc29b9aef0,"-75,588075","6,279304",CR/LFINF/DNO,5,1
9297aa43-a90a-4762-9c5d-d74011d07c1d,"-75,593105","6,250514",MUR/LWAL/DNO,4,2
0006ab6e-efd8-485c-92cc-8fcb5da75e92,"-75,618183","6,276627",MUR/LWAL/DNO,1,1
da2d3646-fb53-4599-89d4-d44774cd24c0,"-75,559847","6,250212",CR/LWAL/DUC,22,2
7bcfc476-b93c-4e92-a024-f7bb25d7e0ad,"-75,610948","6,254119",MUR/LWAL/DNO,2,2
e20dab84-b772-45bc-817c-7a3d7910f342,"-75,550967","6,273412",MUR/LWAL/DNO,3,2
858ac67c-11a1-4471-a3ee-9950a24140fe,"-75,556139","6,286131",CR/LFINF/DNO,2,2
2addc947-b3d1-4e89-814d-0b4deac0f2ac,"-75,58973","6,260687",CR/LFINF/DNO,4,2
a1d1f893-5d00-43be-9596-a5e31c1955f3,"-75,594529","6,223525",MUR/LWAL/DNO,3,2
6a14c0b0-b1d3-433b-9462-ace663bf8683,"-75,560687","6,26995",MUR/LWAL/DNO,3,1
9440e433-e2ed-47c0-ad07-ca188d2f5305,"-75,58405406","6,273787339",CR/LFINF/DNO,1,2
06a30944-e626-4dc0-beca-65859bc2c2d1,"-75,598967","6,23653",MUR/LWAL/DNO,3,3
e1ead865-060a-4675-8004-e9589d8c1b7d,"-75,559792","6,285664",MUR/LWAL/DNO,1,2
a352eb44-8999-41df-b343-4257e37715b0,"-75,582015","6,244513",CR/LFINF/DUC,10,3
fc421b97-dd15-4965-9bc5-659128165b41,"-75,602248","6,252751",MUR/LWAL/DNO,3,2
8467a38c-09b8-4f35-9286-536bfe1bdeb6,"-75,560292","6,233787",MUR/LWAL/DNO,1,2
a8276042-1653-4c06-b7e9-a6ebb93f4fa3,"-75,568203","6,240281",CR/LFINF/DNO,5,3
8bb1172b-f827-418b-8da9-795824b70701,"-75,594082","6,220879",MUR/LWAL/DNO,1,2
dbdc6038-107b-438e-8f05-657e478c8495,"-75,603851","6,223685",MUR/LWAL/DNO,2,2
e25f9e32-6ac8-4482-a2ec-50dda840ae98,"-75,55575254","6,24318166",MUR/LWAL/DNO,1,2
f0de228b-0612-4670-a19f-02ac42fc7208,"-75,571492","6,286693",MUR/LWAL/DNO,3,2
f472efa9-89f0-4366-b7a7-55a1cd54fb24,"-75,567452","6,238078",MUR/LWAL/DNO,2,3
fea9b4db-1958-4918-b06e-81b3f48de468,"-75,556033","6,26674",MUR/LWAL/DNO,1,2
93b9268e-5d8b-4403-a680-7a91d3d4d8a4,"-75,610429","6,258877",MUR/LWAL/DNO,3,2
d1456cc4-2d06-4197-83d3-ed96c6266dee,"-75,56","6,18",CR/LFINF/DNO,2,3
65119233-ef0f-4e11-bcad-3d3fbfe81c1f,"-75,607318","6,231886",CR/LFINF/DNO,3,2
749397cb-614d-42ec-8af5-3056bf1d941f,"-75,584796","6,21159",CR/LFINF/DNO,2,2
25eccc29-161e-4fa4-810d-dde86f1ef5b3,"-75,550308","6,238196",MUR/LWAL/DNO,2,2
a57c695c-03ae-4794-a1ed-7d1d46b45bc0,"-75,5569","6,237632",MUR/LWAL/DNO,2,2
25332f52-63e2-4ac6-8e63-334603da20ad,"-75,60286","6,255167",CR/LFINF/DNO,3,2
fb8a05e0-5603-444e-9712-f753eca0000c,"-75,57205","6,273086",MUR/LWAL/DNO,2,2
518e05d8-cf82-4ebe-aa1a-4e16140d59fd,"-75,544444","6,288404",MUR/LWAL/DNO,3,1
9d3b137f-5698-4e12-b30e-e5d3ab832530,"-75,610382","6,258921",MUR/LWAL/DNO,2,2
d95a77af-09a7-4725-8fbc-c64e991c7108,"-75,549638","6,276736",MUR/LWAL/DNO,3,1
fc1b6c43-fa86-4455-859b-2feccb4f2b7c,"-75,594465","6,21775",CR/LFINF/DNO,2,2
31de8d59-c0b0-40a2-a4d4-ae04efee22a7,"-75,560615","6,234054",MUR/LWAL/DNO,3,2
3c2c9c05-ee70-4317-a9f0-24f5746ece09,"-75,56","6,19",MUR/LWAL/DNO,2,3
e4d4d54c-907d-4e34-b75b-15ffb9cded20,"-75,552892","6,273181",MUR/LWAL/DNO,2,2
4a193203-c16e-444a-bfff-ade7ef1b0735,"-75,559035","6,249206",CR/LWAL/DUC,15,2
3e4dd7c1-2ae0-4722-ac03-62fe5ffafbfd,"-75,594257","6,217721",MUR/LWAL/DNO,1,2
247826eb-59da-462b-82eb-02922293666c,"-75,585173","6,213545",MUR/LWAL/DNO,3,2
f26dd199-b83e-414f-b667-7ad0c83eba7b,"-75,554095","6,283078",MUR/LWAL/DNO,1,2
0b33ea26-218e-4799-9d88-50fc2f0def90,"-75,562679","6,310252",MUR/LWAL/DNO,2,2
f21f85d9-e3ff-43e2-9dbd-8a4b593b3086,"-75,582979","6,206357",MUR/LWAL/DNO,3,2
e4c9dc6e-231f-4038-addd-8c5f83d4bc83,"-75,569716","6,300015",MUR/LWAL/DNO,4,2
02000b3c-f686-4d52-bee1-ca4f37aec4e1,"-75,56497265","6,243944277",MUR/LWAL/DNO,2,2
9e9d4823-90e7-49f5-8c63-f0d8c9769477,"-75,55508474","6,262215828",MUR/LWAL/DNO,1,2
b7e0ac37-02c8-4363-9951-ced70ee49ff4,"-75,560153","6,225917",MR/LWAL/DNO,3,1
9e5d9e38-75a2-482b-b082-838069df554c,"-75,566442","6,303323",MUR/LWAL/DNO,2,2
6660a20d-d87f-4891-8e3a-d668479f5212,"-75,55562987","6,243132665",MUR/LWAL/DNO,4,2
2f98387c-0c63-4f64-8785-1f980ed55d25,"-75,567858","6,282061",MUR/LWAL/DNO,2,1
892dee0e-9047-421b-bf1e-3df113f1f1c0,"-75,58","6,2",CR/LFINF/DNO,2,3
316f95dd-6fb4-4bf4-a336-6af59fa1c8ca,"-75,55","6,21",MUR/LWAL/DNO,3,3
ed6ede9e-b873-4c88-a8cd-4e682dda026b,"-75,591486","6,245212",MUR/LWAL/DNO,2,2
99e8f0ad-f594-483e-a9fb-eedcabcead51,"-75,603259","6,247067",MUR/LWAL/DNO,2,3
120b429d-d17d-4d2a-8618-0dbc4b1befa7,"-75,597911","6,226338",MUR/LWAL/DNO,1,2
e58e2eb6-e8a0-47c4-b570-a9541861333d,"-75,601924","6,263073",MUR/LWAL/DNO,1,3
88f0ff33-2c8f-42a8-8dfa-a3b519200cad,"-75,55518","6,273946",CR/LFINF/DNO,3,2
db6f14e3-b697-4350-83c2-1bbc2c32eaa5,"-75,543359","6,230186",MUR/LWAL/DNO,2,1
c74427f9-01a2-44ce-b85a-6fb68cbe4e5c,"-75,595582","6,198847",CR/LFINF/DNO,6,1
5248cdf9-868a-4a7f-829c-df2fafa13bbd,"-75,595664","6,2171",CR/LFINF/DNO,5,2
c69fad84-bfc9-4a81-bf49-9ad6ff846599,"-75,598577","6,261727",MUR/LWAL/DNO,1,3
5ce8cf7f-94f2-4992-ae76-e9eddbb260b1,"-75,590544","6,20065",MUR/LWAL/DNO,3,1
5dcb18f8-6535-4c83-8580-974188b94f3d,"-75,567537","6,237596",MUR/LWAL/DNO,3,3
35e4eaa2-2f47-48a8-9dc4-d8f9ec0e0feb,"-75,58259061","6,201752938",MUR/LWAL/DNO,3,2
ad8eca2a-00d9-475e-9139-081447e51a6e,"-75,591836","6,198331",MUR/LWAL/DNO,3,1
7cc96424-1e26-4c9a-a121-fd4a6dbc14b2,"-75,553922","6,279197",MUR/LWAL/DNO,3,2
28e4611a-232c-402a-bf8e-3d1c03dde437,"-75,599846","6,265407",MUR/LWAL/DNO,2,3
fddf3bb1-a1d4-4c80-ac06-a3160e718892,"-75,566319","6,239597",MUR/LWAL/DNO,3,1
75b2ae63-36dd-4b76-9fdf-6816aea12e79,"-75,604005","6,229712",CR/LFINF/DNO,3,3
12b75417-4789-4146-9540-2eb8e6be697a,"-75,60653","6,256768",MUR/LWAL/DNO,3,2
a4690fc2-5cdc-4d7c-b413-ff2ebd6b53a1,"-75,55465932","6,243331856",MCF/LWAL/DNO,4,2
4a478177-82a4-42bc-9947-4d31d8603610,"-75,608686","6,251476",MUR/LWAL/DNO,3,2
0166fa61-1246-48bc-b50b-1debfb0bca56,"-75,585869","6,210613",MUR/LWAL/DNO,2,2
80586642-46b2-4ca9-9fc8-e7c869f8f92b,"-75,54353","6,226783",MUR/LWAL/DNO,3,1
173be563-4681-499a-90af-f53ea774d6ee,"-75,58761","6,247534",CR/LFINF/DNO,3,2
5f685dd3-9343-4710-ad95-ba34abe98d64,"-75,585424","6,246322",CR/LFINF/DNO,4,2
fe08d8d7-d0b8-4902-b075-bc1504402201,"-75,55388","6,281997",MUR/LWAL/DNO,3,2
00b8baf5-2d0a-47d2-83e5-ab2bcb028a55,"-75,595774","6,228609",CR/LFINF/DNO,4,2
561f7901-5dda-4bd3-bd82-8a335b85175a,"-75,58521","6,210271",MUR/LWAL/DNO,2,2
4fa40bc7-ddfa-4bc0-8531-a99b38f5930a,"-75,605017","6,211149",MUR/LWAL/DNO,2,2
a526daa9-cdec-4a34-a099-5b9692008c6c,"-75,556779","6,300397",CR/LFINF/DNO,3,1
df41876e-d366-4559-937d-726da9e9712e,"-75,56","6,19",CR/LDUAL/DUC,27,3
5f851112-809b-4311-96d0-b82b28991558,"-75,56150946","6,257546327",CR/LFINF/DNO,5,2
220f0a28-e2b5-4670-b16a-27442c409c11,"-75,60381","6,274884",MUR/LWAL/DNO,2,1
352b45bf-0bea-4958-947f-27b14b0c43d6,"-75,562189","6,23547",MUR/LWAL/DNO,3,2
e2a5da93-815a-4618-aa17-892bb3262d67,"-75,572264","6,205922",CR/LFINF/DUC,17,3
31446584-8efd-4085-8011-698e8cddf856,"-75,611096","6,245417",CR/LFINF/DNO,3,3
5019f118-d989-43eb-99e8-ac6b990f2a80,"-75,591531","6,260592",CR/LFINF/DNO,2,3
17531bee-f2ee-4b27-8365-a105e4913996,"-75,587075","6,222892",CR/LFINF/DNO,3,2
47abc0a8-7431-436c-bca1-65e39e098f93,"-75,554766","6,240769",CR/LFINF/DNO,2,2
f1e85828-e059-4b1d-8789-8aadb563680e,"-75,597022","6,236821",CR/LFINF/DNO,5,3
19404d77-bc24-479a-b49f-723e2c497391,"-75,592109","6,246663",MUR/LWAL/DNO,2,2
1937f5d4-837b-4b2a-b85a-892e7faa0e6e,"-75,56","6,19",CR/LFINF/DUC,10,3
75c5844c-e32f-434d-bf9c-c2932ea1cb07,"-75,59505","6,230387",MUR/LWAL/DNO,2,2
192b1bf9-f3e1-4665-9a24-28c224e94149,"-75,59530415","6,275193004",MUR/LWAL/DNO,1,2
b649f7fe-28e3-4be1-86e0-883d177a17b4,"-75,608593","6,249074",CR/LFINF/DNO,3,2
2332ce28-f047-4f16-bfcb-86ae4b5fa36c,"-75,559694","6,273637",MUR/LWAL/DNO,2,2
88e2c1e6-ecd9-4495-9254-f7b739d67415,"-75,595007","6,216977",CR/LFINF/DNO,2,2
e3a22490-8dc8-40c7-bfec-ac953ccc8b54,"-75,597283","6,225626",MCF/LWAL/DNO,3,2
9aeb1990-b922-4f9d-aa7c-0bedd83e1d48,"-75,598466","6,264091",CR/LFINF/DNO,4,3
2caeb490-b4d7-4617-b5e6-32ffbc02c920,"-75,5427","6,226451",MUR/LWAL/DNO,1,1
3381befb-648e-4e52-9e9e-d895a9950380,"-75,605594","6,222865",MUR/LWAL/DNO,2,2
99111da1-5629-4d77-aa0e-b87a1cfa3e1a,"-75,592233","6,267399",MUR/LWAL/DNO,2,3
10ac8162-81f1-4ee3-9350-791274f0cffd,"-75,543789","6,230605",MUR/LWAL/DNO,2,1
c98c435b-82fe-4b99-a97d-85483edbe4b2,"-75,56","6,18",MUR/LWAL/DNO,2,3
7cbf883b-ef97-4d27-b660-89afa1af9260,"-75,603002","6,272741",CR/LWAL/DUC,8,1
5a557bf9-3474-4a72-a542-c82bc36cd7e0,"-75,571769","6,184126",CR/LDUAL/DUC,8,3
153e8454-9ab7-4999-9ac5-9d80b2d10836,"-75,559297","6,239904",MUR/LWAL/DNO,2,2
8121286a-619b-4f25-8092-f487ee022fb4,"-75,59245","6,232366",MUR/LWAL/DNO,4,3
6bbb15d3-1d00-458b-9b14-2a1b697cfe50,"-75,573227","6,182154",CR/LFINF/DUC,7,3
565e5a81-91f6-44c0-bb8c-d53803d94661,"-75,601992","6,211925",MUR/LWAL/DNO,1,1
cb4ed702-d289-42ae-8008-2d15e87ae53a,"-75,595552","6,228175",MUR/LWAL/DNO,3,2
5bd699a5-e758-4865-94c7-4a29674d5df9,"-75,5949","6,227159",MUR/LWAL/DNO,1,2
23d7c170-50b6-4f9e-aaa0-2cc9c3a333ae,"-75,559553","6,286253",MUR/LWAL/DNO,3,2
aca55483-4c52-441c-8f55-63cabb104eb0,"-75,559338","6,24884",CR/LFINF/DUC,14,2
6b3912e0-f9cd-47ce-8157-c0601aed90dc,"-75,566686","6,299831",MCF/LWAL/DUC,3,2
42bafa02-1a90-4976-ad76-12263bb0fb7c,"-75,598386","6,234245",CR/LFINF/DUC,6,2
